G1,G2,G3,G4,G5,G6,G7,G8 ,G9,G10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
65.328,53.966,42.379,32.069,23.621,16.948,11.672,7.7759,5.6379,3.8103,16.455,16,15.091,13.545,11.636,9.2727,6.2727,4.9091,3.6364,2.4545,17.182,15.727,13.909,12.091,10.818,8.7273,6.9091,5.2727,4.1818,3.0909,9,8.6667,8,7.5,6,5.3333,4.6667,3.3333,3,2.1667,8,7.8,7.4,6,4.4,3.6,2.2,1.8,1.6,1.2,12.143,11.714,11.571,11.286,11.286,11.143,10.571,10,9.5714,8.4286,6.6,5.8,3.8,3,2,0.6,0.6,0.6,0.6,0.6,22.692,20.923,17.462,15.077,11.692,8.7692,5.7692,3.8462,2.3077,1.6154
60.914,50.31,39.948,32.034,25.448,20.241,15.81,12.276,9.6034,7.5517,14.545,14.091,13.182,12,10.909,9.3636,8.0909,7,6.2727,5.5455,15.273,13.273,12.091,10.818,8.8182,7.5455,6.5455,4.6364,3.8182,2.9091,8.3333,7.3333,6.6667,5.5,4.6667,3.8333,2.8333,1.8333,1.3333,1,7.2,6.6,5.6,4.6,4.2,3,2.4,1.8,1.8,1.4,12.429,12.286,12.143,11.429,11,9.7143,8,6.8571,5.5714,4,5,4.4,3.4,2,1.4,1.2,1.2,1,0.8,0.8,15.308,12.615,10.154,8.2308,6.6923,5.2308,3.4615,2.6923,2.1538,1.3846
65.569,53.672,42.621,32.362,23.121,15.931,10.793,7.1034,4.4828,2.8621,16.818,14.636,12.545,9.4545,7.5455,6.5455,5.6364,4.3636,3.1818,2.3636,12.818,11.727,10.364,8.5455,6.4545,4.6364,3.3636,2.8182,2.0909,1.6364,8.1667,7.3333,6.5,5.5,4.8333,4.6667,3,1.8333,1.3333,0.66667,8,7.6,6.4,6,5.2,3.8,2.6,2,1,0.6,13,13,13,13,13,13,12.143,10.429,9.2857,8,5.6,5,4.4,3.8,3.8,3.4,2.8,2.6,2,1.4,18.231,15.154,12.077,9.2308,6.8462,4.6923,3.1538,2.0769,1.1538,0.76923
59.517,46.293,34.31,24.121,16.914,11.983,8.3793,5.6207,4.1552,3.1207,19.818,17.909,15,12.727,10.545,8.6364,7.5455,6.3636,5.5455,4.4545,12.364,10.364,8,5.3636,4,3.2727,2.5455,1.7273,1.0909,0.63636,7.3333,6.6667,5.8333,4.6667,4.1667,3.8333,2.8333,0.66667,0.5,0,7.8,6.8,6.2,5.2,5,4.2,3.2,2,1.8,0.6,11.571,11.143,10.857,10.286,9.7143,9.4286,8,6.4286,6,4.4286,6.2,5.4,4.4,3.4,2,1.6,1,0.8,0.6,0.4,18.231,14.538,12,8.7692,7.0769,5.1538,3.6923,2.8462,2.1538,1.8462
66.741,51.707,38.466,26.672,17.534,11.517,7.5345,4.7759,3.0172,1.8448,13.273,11.727,9.5455,7.8182,5.9091,4.1818,2.9091,2,1.3636,0.81818,16.818,14.727,11.909,9.9091,7.8182,5.5455,4,2.8182,1.5455,0.81818,9.3333,8.3333,7,6.5,5.5,5.3333,5,4.8333,4.3333,3.6667,8.2,6.8,6.6,5.4,3.6,1.8,1.4,0.6,0.4,0.2,11.857,11.286,10.571,9.1429,7,5.2857,3.8571,2.5714,1.7143,1.5714,4.6,3.8,3.2,2,1.8,1.4,1.4,1,0.4,0.2,23.231,21.615,19.846,18.538,16.692,13.923,10.692,7.3846,4.9231,2.9231
59.448,44.466,31.776,22.414,15.086,9.9655,6.8276,4.4655,3,2.1897,13.182,12.909,12.091,10.545,8.0909,6.2727,5.4545,4.6364,3.9091,3.6364,15,12.909,11.091,9.7273,6.9091,5.0909,3.4545,2.3636,1.6364,1.2727,7.3333,6.5,5.8333,5.1667,4.6667,3.8333,3.1667,1.5,1,0.16667,8.4,7.4,6,4.8,3.8,2.2,1.2,0.8,0.6,0.4,10.571,9.1429,7.7143,6.8571,5,3.2857,2.7143,2.2857,1.5714,1.4286,5,3.8,3,2.2,2,1.8,1.6,1.6,1.2,0.8,17.923,14.923,12.077,9.6923,7.6154,5.9231,4.3846,3.1538,1.7692,1.3846
64.069,51.414,40.172,31.155,23.966,17.931,12.621,9.2414,6.2586,4.1552,15.455,12.909,11.182,9.8182,8.5455,6.8182,5.4545,4.5455,3.8182,3.0909,12,9.9091,8.7273,7.6364,6.6364,5.9091,4.6364,3.9091,2.9091,2.4545,7.1667,7,7,6.3333,5.8333,5,4.3333,3.3333,2.5,1.6667,6.4,5.6,4.8,4.4,4,2.8,2.6,1.8,0.4,0.2,10.571,10,9.4286,8.8571,8.5714,8.2857,8,7.7143,7.4286,7.1429,4.8,4,3.2,1.8,1.4,1,0.4,0.2,0,0,19.846,17.615,14.231,11.077,8.3077,5.5385,3.6154,2.3077,1.6154,0.92308
62.31,46.103,31.931,21.655,14.086,8.6379,5.4138,3.3448,2.2759,1.4138,15.636,12.909,10.545,8.3636,6.1818,4.3636,3.4545,1.9091,1.2727,1.0909,13.818,11.364,9.5455,7.3636,5.6364,3.9091,2.4545,1.7273,1.2727,0.81818,8,7,6.5,5.6667,4.6667,4,3.1667,2.5,2,1.8333,8,7,6.2,5.2,4.2,3.8,3,2.4,2.4,1.6,11.714,10.286,8.2857,7.1429,5.5714,4.5714,3.5714,3,2.5714,1.2857,5.4,4.2,3,1.6,1.2,0.8,0.6,0.2,0.2,0.2,19.769,16.615,13.231,11.077,9.6154,7.1538,5.5385,4.3846,3,2
60.69,48.414,36.328,26.448,18.793,12.948,8.7586,5.8793,3.8448,2.5172,18.091,16.909,14.909,13,11.364,8.8182,7,5.1818,3.6364,2.5455,13.636,10.545,8.4545,6,4.9091,3.4545,2.3636,2,1.3636,0.81818,8.8333,8.3333,7.6667,7,6.3333,4.6667,3.8333,3,2.3333,1.6667,6.8,6.4,5.8,5.6,5.6,5.4,5,4,3,2.6,13,13,13,12.857,12,11,8.5714,7.7143,6,4.5714,7.6,6.8,6.2,4,3.6,2.8,2,1.6,1,0.8,21.692,19.769,17.462,14.385,11.385,8.9231,6.5385,4.2308,3,1.8462
63.552,50.345,38.017,27.241,18.81,13.052,8.7414,5.4828,3.7586,2.2759,13,11.455,10,8.1818,6.8182,5.7273,4.5455,3.2727,2.9091,2,16.727,14.636,13,11.455,9.8182,8.1818,6.8182,4.6364,3.7273,2.5455,7.6667,7,6.5,6,5.5,3.5,3,2.3333,1.6667,1.1667,8.2,7.6,5.8,5,4,3.2,2,1.2,0.8,0.4,11,10,8.4286,7.7143,6.8571,6,4.5714,3.4286,2.8571,2,5.2,4.6,4.2,2.6,2,1.8,1.2,0.8,0.4,0.2,23.154,21.615,19.231,16.692,12.538,9.5385,7,5.3846,4.3077,2.8462
56.759,47.414,38.431,30.172,22.121,15.724,10.724,7.2586,4.5862,2.7931,16.182,13.909,11.455,8.9091,6.8182,4.6364,3.2727,2.6364,1.6364,1.0909,10.636,9.2727,8.0909,6.2727,5.5455,4.1818,3.2727,2.8182,2,1.5455,10.667,10.167,9.8333,9.5,8.6667,6.8333,5.3333,4,3.1667,1.6667,9,9,9,8.8,8.2,7.8,7.2,5.6,4.4,2.2,12.857,12.429,12.143,11.143,9.4286,8.4286,7.2857,5.5714,4.1429,2.8571,4.8,3.8,2.8,2.4,1.6,1.2,1.2,0.4,0.4,0.4,21.385,20.231,18.154,16.385,13.462,11.154,8.7692,6.6154,5.0769,3.4615
60.966,49.828,38.621,28.879,20.534,13.69,8.8448,5.8793,3.8103,2.4138,19.818,18.545,16.273,14.182,12.182,9.0909,7.1818,5.3636,3.5455,2.3636,18.545,17.818,16,13.636,11.273,8,5.5455,4.4545,3.2727,2.0909,9.1667,8.6667,8,7,6.1667,5.1667,4.6667,3.1667,1.5,0.83333,8.4,7.8,6.2,5.2,4.4,2.8,2,2,1.4,1.2,9.7143,8.2857,6.8571,6.2857,5.2857,4.7143,4.1429,3,2.2857,1.4286,4.6,4.2,3.4,2.8,2.4,2.2,1,1,0.8,0.6,23.923,22.462,19.769,17.154,14.231,11.385,7.8462,5.6923,4.0769,2.5385
60.879,48.672,37.862,27.724,20.259,14.603,9.8966,6.4483,4.3793,3.0517,14.364,13,11.091,9.4545,8.3636,6.7273,4.9091,3.6364,2.6364,1.8182,18.636,17.727,16.091,13.818,11.455,10,7.3636,5.0909,3.8182,2.6364,7.3333,7,5.6667,5.3333,4.3333,3,2.6667,2.3333,1.6667,1.1667,5.4,4.4,4,3.8,3,1.8,1,0.4,0.4,0.2,13,12.714,12.429,11.429,10.429,10,8.4286,7.5714,6.1429,5.1429,6.4,5.8,5,4.4,2.8,2.4,1.8,1.6,1.2,0.8,24.154,22.231,20.538,17.846,15.231,12.385,9.0769,5.3077,3.6923,2.8462
69.672,57.655,44.707,32.259,22.621,14.966,9.931,6.1897,3.6379,2.3621,19.364,18.273,16.545,14.727,11.727,9.2727,7.5455,6.0909,4.3636,3.3636,16.545,14.818,12.364,10.364,8.3636,6.0909,4.3636,2.4545,1.5455,0.81818,7.1667,6,4.8333,3.8333,3,2.8333,1.8333,1,1,0.5,7.2,6,4.6,3.8,2.4,1.4,1.4,1.4,0.2,0.2,13,13,12.857,12.714,11.571,10.286,8.1429,6.8571,5.5714,4.4286,6.6,5.8,5.4,4.8,3.8,2.6,1.8,1.6,1.6,1.2,21.077,19.769,16.846,14.154,11.692,8.6923,6.2308,3.2308,1.6923,0.84615
59.534,44.897,32.052,20.845,13.862,8.7586,5.2759,2.9655,1.7414,0.94828,15.364,12.545,10.091,6.9091,5.1818,3.7273,2.7273,1.7273,1,0.54545,16.727,14.727,12.364,8.9091,7.2727,5.1818,3.6364,2.0909,1.2727,0.81818,10,8.6667,7.3333,6.1667,5.1667,3.3333,1.8333,0.83333,0.83333,0.33333,6,5.6,5.4,5.2,5,4.8,3.4,2.4,1.8,0.8,11.143,10.286,9,7.4286,6.8571,5.8571,4.8571,3.4286,2.8571,2.1429,4.6,3.4,2.8,2.6,2.2,1.8,1.4,1.2,0.8,0.2,18.615,15,12.615,10.154,8,6.9231,5.1538,3.1538,1.4615,0.76923
59.638,42.879,28.776,18.345,11.862,7.7069,4.931,3.0862,2.0345,1.3276,14.545,11.273,9,6.8182,4.6364,3.5455,2.8182,1.9091,1.4545,1.0909,12.909,10.727,9,6.9091,4.9091,3.8182,2.6364,2,1.4545,1.3636,6.8333,6,5.5,5.3333,5.1667,5,4.6667,4.1667,2.6667,1.5,7.6,7.2,5.8,4,2.4,1.4,0.4,0.2,0.2,0,11.286,10.143,9.4286,8,7.2857,6.7143,5.2857,3.8571,2.8571,1.8571,7.6,6.8,5.2,3,2.4,1.4,1,1,0.8,0.8,21.692,18.077,15.385,12.615,9.6923,6.9231,4.3077,2.4615,1.5385,0.92308
66.414,51.603,37.707,25.897,16.983,11.31,7.1034,4.2069,2.7414,1.6552,17.091,15.545,13,11.182,9,6.5455,4.3636,3.0909,1.7273,1.1818,15.818,14.182,11.636,9.2727,6.7273,5,3.5455,2.5455,1.5455,1.1818,7.8333,6.8333,5.6667,4.6667,4.1667,2.5,1.3333,1,0.66667,0,8.6,7.8,7.2,5.8,5,3.6,1.6,0.8,0.8,0.8,11.571,10.714,9.7143,9,8.1429,7.4286,6,5.1429,3.8571,2.7143,4.6,3.6,3.6,3.2,2.4,1.8,1.8,1.4,1.2,1,23.231,21.923,19.538,16.769,14.462,11,8.6154,5.5385,4.0769,2.3077
57.31,42.172,29.569,19.672,12.897,8.4655,5.6034,3.5517,2.3448,1.6552,15.364,13.545,10.818,8.0909,5.2727,3.0909,1.6364,1.1818,0.90909,0.72727,15.091,13,11.091,8.7273,7.2727,5.4545,3.9091,2.3636,1.5455,1.0909,7.5,7,6.1667,5.6667,4.1667,2.8333,2.3333,2.1667,1.1667,0.66667,5.2,4.2,3.6,2,1.4,1,0.6,0.2,0,0,13,13,13,13,12.857,12.571,11.143,9.7143,8.4286,7.5714,7.2,6.2,4.8,3,2.2,1.8,1.4,1,0.8,0.4,17.846,15.077,12.462,10.231,7.9231,5.5385,3.8462,2.1538,1.3846,0.61538
60.466,47.638,35.931,25.672,18.224,12.31,8.0345,5.3448,3.5172,2.3621,17.455,16.091,12.818,10.364,8.7273,5.6364,4.3636,2.8182,1.7273,0.90909,13.727,12.273,9.4545,7.8182,6.2727,4.5455,3.3636,2.7273,2.0909,1.4545,9,8,7.3333,6.6667,6,5.1667,4.1667,3.3333,3.1667,2.3333,7,5.8,5,4,2.6,2,1.4,1,0.4,0.2,13,13,13,13,12.571,12.143,11.714,11.286,9.7143,7.5714,6.6,5,3.8,3.6,2.8,2.2,1.4,1.2,0.8,0.6,24.462,23.769,22.538,20.231,17.308,14.154,10.385,7.6923,4.3846,2.8462
60.931,44.655,30.948,20.379,12.759,7.431,4.431,2.6724,1.5345,0.84483,14.273,12.182,10.273,8,5.6364,4.4545,3.3636,2.1818,1.7273,1.0909,13,10.636,7.6364,5.7273,3.9091,2.5455,1.6364,1.2727,0.81818,0.45455,8.1667,7,5.8333,4.8333,3.8333,2.5,1.8333,1.5,0.66667,0.33333,8.4,7.8,7.4,7.4,6.8,5.6,3.8,3,2,1,12.714,12,11.429,10.286,8.1429,7.1429,4.8571,3.5714,2.4286,1,5.8,4.2,3,2.2,1.4,0.8,0.8,0.8,0.8,0.8,19,15.462,10.769,7.3846,5.6154,3.1538,1.5385,0.69231,0.30769,0.15385
63.207,49.69,37.793,27.569,18.5,11.879,7.4138,4.2586,2.3621,1.3276,12.182,10.273,8.2727,6.9091,5.3636,4.3636,3,1.7273,1.1818,0.90909,13.364,11,9.6364,8.2727,6,4.5455,3.3636,2,1.2727,0.90909,7.6667,6.5,5.3333,4.3333,3.1667,2.5,2,1.5,1.1667,0.83333,7.4,6.4,6,5.2,3.2,2.8,2.8,2.6,1.8,0.8,12,11,10,7.8571,6.8571,5.1429,4,2.2857,1.5714,0.85714,6.2,4.4,3,2.4,2.2,1.8,1.2,1,0.8,0.8,19.615,16.615,13.923,10.308,6.9231,4.5385,2.6154,1.3077,0.69231,0.53846
59.879,46.759,33.845,24.293,16.69,11.569,7.7414,5.2759,3.3448,2.4483,15.909,13.636,11.727,10.364,8.5455,6.3636,4.9091,3.6364,2.6364,1.8182,13.727,11.545,9.3636,7.3636,5.3636,4.2727,3.3636,2.7273,1.9091,1.2727,7.6667,7,6.1667,5.5,4.8333,4.3333,3,2.5,1.5,0.83333,8.4,7.6,6.4,5.4,4.2,3.6,2.4,1.6,1.2,0.4,13,12.857,12.143,11.571,10.429,9.7143,9,8.4286,8.2857,8,5.8,4.8,3.8,3.4,2.4,1.6,1.2,0.6,0.4,0,20.154,18,15,12.385,9.1538,7,4.9231,3.1538,1.4615,1.0769
63.862,49.569,37.328,26.586,18.19,11.672,7.2241,4.6207,2.9655,2.1552,13.727,10.636,8.1818,5.9091,3.9091,3.2727,2.0909,1.6364,1.2727,1.0909,15.273,13.545,12.364,11.182,9.6364,6.7273,5,3.8182,3,2.6364,9.5,8.6667,7.6667,6.1667,5,4.5,3,2.3333,2,1.5,9,8.4,7.8,7.4,7,6,5.4,3.8,1.4,1,13,13,12.857,11.714,10.571,9.7143,8.2857,6,4.8571,3.7143,5,4.8,4,3.2,2.2,1.2,0.8,0.8,0.8,0.8,22.231,20.538,18.231,15.385,12.385,9.3846,6.2308,3.8462,2.5385,1.3846
56.603,41.552,28.31,18.19,11.741,7.1897,4.7414,3.3621,2.1897,1.6034,15.455,12.273,10,7.3636,5.3636,3.8182,2.7273,1.9091,1,0.72727,12.909,10.273,8.8182,6.7273,5.8182,4.3636,3.1818,2.7273,1.9091,1.4545,10.167,9.8333,8.6667,7.8333,6.1667,5,4,3.3333,2.6667,1.8333,9,8.8,7.6,6.2,4.4,3.2,2.4,2,1,1,12.714,12.714,12.286,11.714,11.286,10.143,9.5714,8,6.8571,5.4286,7.6,6,4.2,2.4,2,0.8,0.8,0.8,0.6,0.4,17.308,14.846,11.231,8.8462,5.7692,3.6154,1.6923,1.1538,0.69231,0.46154
58.603,46.086,33.707,23.828,16.276,10.586,7.6207,5.3793,3.7759,2.5345,11.455,9.9091,8.3636,7.4545,5.9091,4.6364,3.6364,2.6364,2,1.2727,12.545,11,9.7273,7.9091,6.7273,5.2727,4.1818,3.3636,2.3636,1.5455,7.3333,5.5,4.3333,3.1667,2.5,2.3333,1.6667,1.6667,1.3333,1.1667,8.8,8.4,7.4,5.8,5.4,3.4,2.8,2,1.2,0.6,13,12.286,11.857,11.714,11.286,10.429,9.4286,7.8571,6.7143,5.2857,5.4,4.8,3.4,3.2,2.6,2.4,1.8,1.4,1.4,0.6,14,10.846,7.9231,6.0769,4.3077,2.5385,1.6923,1.3846,0.76923,0.69231
62.293,48.241,35.121,24.517,16.759,11.155,6.8103,4.0172,2.3276,1.2414,16.273,14,11.909,9.8182,8.1818,6,4.7273,3.0909,2,1,13.091,11.273,9.1818,7.5455,5.4545,4,3,1.5455,1.1818,0.63636,7.5,7,6.3333,5.5,4.5,3.5,2.6667,2.1667,1.6667,0.83333,8.4,8,7,5.8,4.2,3,1.8,1,0.8,0.4,11,10,8.5714,7.4286,5.8571,5.2857,4.2857,3.5714,3.1429,2.7143,6.8,5.4,4.4,3.8,2.8,1.6,1,0.6,0.4,0.2,19.692,18.462,16.385,13.923,12,8.3846,5.5385,4,2.3846,1.3077
59.103,45.466,34.5,25.155,17.638,12.069,8.569,5.9828,4.0862,2.8448,15.909,13.273,11.545,9.2727,7.5455,6.0909,4.8182,3.1818,2.6364,1.3636,16.636,14.727,12.909,10.818,9.0909,6.5455,5,3.5455,2.0909,1.3636,8,7.1667,6.1667,5.6667,5.1667,4.5,4.1667,4,2.6667,2.5,7.2,6.2,5.8,4.2,3.4,2.4,2,1.4,1.2,1.2,13,12.857,12.571,12,11.286,11.286,10.714,10.571,10.429,9.2857,6.8,5,3.4,3.2,2,1.2,1.2,0.8,0.8,0.4,22.385,19.769,16.154,12,8.0769,5.4615,3.7692,2.3077,1.3077,0.84615
59.983,46.638,35.19,25.293,17.241,10.948,7.069,4.4483,3.0345,2.0345,13.727,12.182,10.364,8.1818,7.0909,5.9091,4.9091,3.8182,3.0909,2.1818,13.455,12,9.6364,7.6364,5.8182,4.9091,3.6364,2.8182,2.1818,1.6364,9,8.3333,7.5,7,6,4.6667,3.3333,1.5,1.1667,0.66667,8.6,7.8,7.2,6.6,6,4.6,4,2.6,1.8,1.4,13,13,12.429,11.857,10.857,9.8571,8.1429,6.4286,5,4.2857,4.8,4.4,3.6,3.2,2.8,2.6,1.8,1.6,1.6,1,22.769,21.231,18.769,15.846,11.692,8.2308,5.3077,3.3846,2.1538,1.3077
63.845,52.466,41.707,32.552,24.379,17.31,12.172,8.3966,5.6034,3.5517,17.273,15.545,14.182,12.727,10.182,8.5455,7,5.5455,3.6364,2.2727,14.364,12.273,11.273,10.091,8.0909,6.2727,5,4,2.4545,1.0909,7.3333,7,6.6667,6.3333,6.1667,6,5.6667,5,5,4,8.2,7.4,6.8,6,4.6,4,2.8,1.2,0.8,0.6,12.714,12.714,12.286,12,11.571,10.429,9.7143,8.8571,8.1429,6.7143,5,3.8,3.2,2.8,1.6,1.2,0.8,0.6,0.6,0.6,23.308,21.462,19.077,16.154,13.462,10.462,8.0769,5.7692,4.0769,2.6923
62.776,49.655,37.983,28,19.81,13.552,9.1379,5.6379,3.6207,2.3966,19.545,18.909,17,15.182,13.364,10.818,8.4545,6.5455,5.1818,4.3636,14,11.818,9.3636,7.3636,5.8182,4.4545,3,2,1,0.72727,7.8333,6.6667,5.8333,4.3333,3,1.8333,1,0.83333,0.83333,0.83333,6.8,6.4,5.6,4.6,3.4,2.2,1.6,0.8,0.6,0,12.429,12,11.286,9.8571,7.5714,5.7143,4.1429,3,2.2857,1.8571,4.2,3.6,3,1.8,1.4,0.8,0.6,0.6,0.6,0.6,24.615,23.462,22.077,18.923,15.154,11.308,7.5385,4.6923,3.1538,2.0769
60.862,48.552,37.121,27.224,19.207,13.414,9.1897,6.3448,4.3793,2.9655,11.818,11.182,9.9091,8.4545,7.7273,6.4545,5.4545,4.1818,3.9091,3.1818,17.818,16.091,14.182,12.273,10,7.6364,5.1818,3.6364,2,1.2727,8.1667,7.6667,7,6.1667,4.8333,3.6667,2.1667,1.8333,1.8333,1.5,9,9,9,9,8.4,7.6,5.2,4.2,2.6,1.8,12.857,12.714,12.571,12.286,11.857,11,9.8571,8.1429,6.5714,5.2857,5,4.8,3.2,2,1.6,1.2,1.2,1,0.8,0.4,18.538,16.077,13,9.8462,6.5385,4.5385,3.4615,2.0769,1.0769,0.30769
